ID,"ASSOC
WDID","ASSOC
STREAM_ID","WATER
DIVISION","WATER
DISTRICT","STREAM
NAME","STRUCTURE
CATEGORY","LOCATION ON 
GOOGLE_MAPS",LATITUDE,LONGITUDE,,
388,1000736,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8127170003004,-104.810647999829,20z",38.8127,-104.8106,,"https://www.google.com/maps/@38.8127170003004,-104.810647999829,20z"
389,,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8154790001818,-104.817754000098,20z",38.8155,-104.8178,,"https://www.google.com/maps/@38.8154790001818,-104.817754000098,20z"
390,,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8242740003411,-104.835398000564,20z",38.8243,-104.8354,,"https://www.google.com/maps/@38.8242740003411,-104.835398000564,20z"
391,,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8258070001519,-104.834585000015,20z",38.8258,-104.8346,,"https://www.google.com/maps/@38.8258070001519,-104.834585000015,20z"
394,1000883,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8545420000404,-104.877676000253,20z",38.8545,-104.8777,,"https://www.google.com/maps/@38.8545420000404,-104.877676000253,20z"
395,,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8579279999717,-104.90306199977,20z",38.8579,-104.9031,,"https://www.google.com/maps/@38.8579279999717,-104.90306199977,20z"
396,,193719,2,10,Fountain Creek,Diversion Dam,"https://www.google.com/maps/@38.8724179997872,-104.927919000506,20z",38.8724,-104.9279,,"https://www.google.com/maps/@38.8724179997872,-104.927919000506,20z"
399,1500707,193752,2,14,Saint Charles River,Diversion Dam,"https://www.google.com/maps/@38.2418749999725,-104.496508999926,20z",38.2419,-104.4965,,"https://www.google.com/maps/@38.2418749999725,-104.496508999926,20z"
400,1500509,193752,2,15,Saint Charles River,Diversion Dam,"https://www.google.com/maps/@38.1493559999582,-104.617027999436,20z",38.1494,-104.617,,"https://www.google.com/maps/@38.1493559999582,-104.617027999436,20z"
401,1500522,193752,2,15,Saint Charles River,Diversion Dam,"https://www.google.com/maps/@38.0807289996078,-104.758514999534,20z",38.0807,-104.7585,,"https://www.google.com/maps/@38.0807289996078,-104.758514999534,20z"
402,1500501,193752,2,15,Saint Charles River,Diversion Dam,"https://www.google.com/maps/@38.0763479998716,-104.758907999731,20z",38.0763,-104.7589,,"https://www.google.com/maps/@38.0763479998716,-104.758907999731,20z"
403,1500518,193752,2,15,Saint Charles River,Diversion Dam,"https://www.google.com/maps/@38.0460910002335,-104.802798999921,20z",38.0461,-104.8028,,"https://www.google.com/maps/@38.0460910002335,-104.802798999921,20z"
404,1400654,201778,2,14,Huerfano River,Diversion Dam,"https://www.google.com/maps/@38.0602720003717,-104.410208999674,20z",38.0603,-104.4102,,"https://www.google.com/maps/@38.0602720003717,-104.410208999674,20z"
405,1400657,201778,2,14,Huerfano River,Diversion Dam,"https://www.google.com/maps/@38.0011100001058,-104.472858000209,20z",38.0011,-104.4729,,"https://www.google.com/maps/@38.0011100001058,-104.472858000209,20z"
406,,201778,2,14,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.9694730000247,-104.515997000476,20z",37.9695,-104.516,,"https://www.google.com/maps/@37.9694730000247,-104.515997000476,20z"
407,7900509,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7617869998644,-104.821094000037,20z",37.7618,-104.8211,,"https://www.google.com/maps/@37.7617869998644,-104.821094000037,20z"
410,7900566,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7745560003687,-105.194461000447,20z",37.7746,-105.1945,,"https://www.google.com/maps/@37.7745560003687,-105.194461000447,20z"
412,7900935,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7647369996373,-105.219205999536,20z",37.7647,-105.2192,,"https://www.google.com/maps/@37.7647369996373,-105.219205999536,20z"
414,7900543,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7489769998495,-105.242307999581,20z",37.749,-105.2423,,"https://www.google.com/maps/@37.7489769998495,-105.242307999581,20z"
415,7900591,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7477000000007,-105.244688999687,20z",37.7477,-105.2447,,"https://www.google.com/maps/@37.7477000000007,-105.244688999687,20z"
416,7900564,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.742287999995,-105.250966999973,20z",37.7423,-105.251,,"https://www.google.com/maps/@37.742287999995,-105.250966999973,20z"
417,7900560,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7368200002015,-105.258747000304,20z",37.7368,-105.2587,,"https://www.google.com/maps/@37.7368200002015,-105.258747000304,20z"
418,7900563,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7317939999424,-105.272509000061,20z",37.7318,-105.2725,,"https://www.google.com/maps/@37.7317939999424,-105.272509000061,20z"
419,7900559,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.730283000136,-105.274698000038,20z",37.7303,-105.2747,,"https://www.google.com/maps/@37.730283000136,-105.274698000038,20z"
421,7900513,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7280550001755,-105.287525000174,20z",37.7281,-105.2875,,"https://www.google.com/maps/@37.7280550001755,-105.287525000174,20z"
423,7900532,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7301270001048,-105.298043000464,20z",37.7301,-105.298,,"https://www.google.com/maps/@37.7301270001048,-105.298043000464,20z"
425,7900535,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7306330000344,-105.310250000216,20z",37.7306,-105.3103,,"https://www.google.com/maps/@37.7306330000344,-105.310250000216,20z"
426,7900599,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.730126000107,-105.32184700003,20z",37.7301,-105.3218,,"https://www.google.com/maps/@37.730126000107,-105.32184700003,20z"
427,7900550,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7308960000874,-105.323314000438,20z",37.7309,-105.3233,,"https://www.google.com/maps/@37.7308960000874,-105.323314000438,20z"
428,,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7319649996371,-105.32801999994,20z",37.732,-105.328,,"https://www.google.com/maps/@37.7319649996371,-105.32801999994,20z"
429,7900598,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7317500003489,-105.329002999576,20z",37.7318,-105.329,,"https://www.google.com/maps/@37.7317500003489,-105.329002999576,20z"
430,,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7321200004059,-105.331574999915,20z",37.7321,-105.3316,,"https://www.google.com/maps/@37.7321200004059,-105.331574999915,20z"
431,,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7322890001706,-105.333196000072,20z",37.7323,-105.3332,,"https://www.google.com/maps/@37.7322890001706,-105.333196000072,20z"
432,7900551,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7326110000445,-105.336005999976,20z",37.7326,-105.336,,"https://www.google.com/maps/@37.7326110000445,-105.336005999976,20z"
433,7900565,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7321189997434,-105.347417999757,20z",37.7321,-105.3474,,"https://www.google.com/maps/@37.7321189997434,-105.347417999757,20z"
434,,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7315199999641,-105.348321000548,20z",37.7315,-105.3483,,"https://www.google.com/maps/@37.7315199999641,-105.348321000548,20z"
435,7900552,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7310499996635,-105.350385999777,20z",37.731,-105.3504,,"https://www.google.com/maps/@37.7310499996635,-105.350385999777,20z"
437,,201778,2,79,Huerfano River,Diversion Dam,"https://www.google.com/maps/@37.7183679996209,-105.362281999888,20z",37.7184,-105.3623,,"https://www.google.com/maps/@37.7183679996209,-105.362281999888,20z"
438,1700615,201784,2,17,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.8990690002879,-103.302926000067,20z",37.8991,-103.3029,,"https://www.google.com/maps/@37.8990690002879,-103.302926000067,20z"
439,1700604,201784,2,17,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.7146480003865,-103.511095999882,20z",37.7146,-103.5111,,"https://www.google.com/maps/@37.7146480003865,-103.511095999882,20z"
440,1900559,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.2201210003455,-104.210614000212,20z",37.2201,-104.2106,,"https://www.google.com/maps/@37.2201210003455,-104.210614000212,20z"
441,1900575,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.2615710000771,-104.266002000357,20z",37.2616,-104.266,,"https://www.google.com/maps/@37.2615710000771,-104.266002000357,20z"
442,1900586,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.2740209999088,-104.287456999737,20z",37.274,-104.2875,,"https://www.google.com/maps/@37.2740209999088,-104.287456999737,20z"
443,1900571,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.2480309995804,-104.405250000352,20z",37.248,-104.4053,,"https://www.google.com/maps/@37.2480309995804,-104.405250000352,20z"
444,1900552,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.2158369999705,-104.46441199991,20z",37.2158,-104.4644,,"https://www.google.com/maps/@37.2158369999705,-104.46441199991,20z"
445,1900598,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.1991259996793,-104.472560999789,20z",37.1991,-104.4726,,"https://www.google.com/maps/@37.1991259996793,-104.472560999789,20z"
447,1900783,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.1725120003312,-104.505645999721,20z",37.1725,-104.5056,,"https://www.google.com/maps/@37.1725120003312,-104.505645999721,20z"
448,1900783,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.1728020000904,-104.505710999569,20z",37.1728,-104.5057,,"https://www.google.com/maps/@37.1728020000904,-104.505710999569,20z"
449,1900583,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.1447450000288,-104.546444000127,20z",37.1447,-104.5464,,"https://www.google.com/maps/@37.1447450000288,-104.546444000127,20z"
455,1900547,201784,2,19,Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.1327870000463,-104.836363000337,20z",37.1328,-104.8364,,"https://www.google.com/maps/@37.1327870000463,-104.836363000337,20z"
463,1900580,193079,2,19,South Fork Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.1506880004259,-105.040159000457,20z",37.1507,-105.0402,,"https://www.google.com/maps/@37.1506880004259,-105.040159000457,20z"
465,1900531,193145,2,19,South Fork Purgatoire River,Diversion Dam,"https://www.google.com/maps/@37.0748780000986,-105.085610999638,20z",37.0749,-105.0856,,"https://www.google.com/maps/@37.0748780000986,-105.085610999638,20z"
471,2000861,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.8192222625333,-106.872887381084,20z",37.8192,-106.8729,,
476,2000511,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.680190299451,-106.595911934705,20z",37.6802,-106.5959,,
477,2000742,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6913094752748,-106.543783159555,20z",37.6913,-106.5438,,
478,2000752,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.689029969898,-106.54249689406,20z",37.689,-106.5425,,
479,2000681,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6929980770374,-106.494977146119,20z",37.693,-106.495,,
480,2000614,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6867429685985,-106.493928818643,20z",37.6867,-106.4939,,
482,2000965,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6844582019991,-106.435133411471,20z",37.6845,-106.4351,,
483,,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6843698715618,-106.436530155684,20z",37.6844,-106.4365,,
484,2000812,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6874171493381,-106.367694047565,20z",37.6874,-106.3677,,
486,2000810,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6841790252229,-106.344240186109,20z",37.6842,-106.3442,,
487,2000846,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6519502285625,-106.25492573703,20z",37.652,-106.2549,,
488,2000736,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6480745799621,-106.242368310004,20z",37.6481,-106.2424,,
489,2000736,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6469444765617,-106.240391007712,20z",37.6469,-106.2404,,
490,2000798,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6450843116907,-106.233456288638,20z",37.6451,-106.2335,,
491,2000753,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6354711858208,-106.227183619679,20z",37.6355,-106.2272,,
492,2000781,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.629714775089,-106.221027303709,20z",37.6297,-106.221,,
493,2000556,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.624076712639,-106.203942295865,20z",37.6241,-106.2039,,
495,2000636,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6075612716772,-106.16936633786,20z",37.6076,-106.1694,,
496,2000546,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.6000073392039,-106.113202637613,20z",37.6,-106.1132,,
497,2000566,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.5727234227689,-106.071095919693,20z",37.5727,-106.0711,,
498,2000627,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.5696216139989,-106.03071805495,20z",37.5696,-106.0307,,
499,2000587,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.553499654327,-105.953228817955,20z",37.5535,-105.9532,,
500,2000680,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.5098838876514,-105.909808652663,20z",37.5099,-105.9098,,
501,2000903,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4673267531886,-105.855958297751,20z",37.4673,-105.856,,
502,2000575,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4605398924478,-105.841045115408,20z",37.4605,-105.841,,
503,2000743,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4316572503457,-105.795364208302,20z",37.4317,-105.7954,,
504,2000773,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4232933901709,-105.781752127945,20z",37.4233,-105.7818,,
505,2100521,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.3037942328408,-105.921505748673,20z",37.3038,-105.9215,,
506,2100546,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.3013549074266,-105.927955023446,20z",37.3014,-105.928,,
507,2100537,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2750129639541,-106.015150819424,20z",37.275,-106.0152,,
508,2100566,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2732080648835,-106.025506378902,20z",37.2732,-106.0255,,
509,2100569,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2807325623628,-106.040315043508,20z",37.2807,-106.0403,,
510,2100559,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2777739123272,-106.071801893697,20z",37.2778,-106.0718,,
511,2100603,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2760294211253,-106.087732803874,20z",37.276,-106.0877,,
512,2100560,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2766896855483,-106.089152293225,20z",37.2767,-106.0892,,
513,2100531,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2799047613866,-106.116064996221,20z",37.2799,-106.1161,,
514,2100528,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2647235283733,-106.152525260796,20z",37.2647,-106.1525,,
515,2100552,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2467522555074,-106.159752958577,20z",37.2468,-106.1598,,
517,2100579,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2063149195823,-106.192064837392,20z",37.2063,-106.1921,,
518,2100582,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.3444448035082,-105.864777686875,20z",37.3444,-105.8648,,
519,2100601,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.3326483430885,-106.214598303984,20z",37.3326,-106.2146,,
520,2100604,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.329592950088,-106.19206721337,20z",37.3296,-106.1921,,
521,2100520,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.3116252439387,-106.159748406147,20z",37.3116,-106.1597,,
522,2100503,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.3008366120011,-106.150640367806,20z",37.3008,-106.1506,,
523,2100526,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2992668925569,-106.147511213056,20z",37.2993,-106.1475,,
524,,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2975836349699,-106.146110651279,20z",37.2976,-106.1461,,
525,,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2937495862509,-106.139386008412,20z",37.2937,-106.1394,,
526,2100570,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2918659871095,-106.134068360351,20z",37.2919,-106.1341,,
528,2100561,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2884738045858,-106.126628109497,20z",37.2885,-106.1266,,
529,2100586,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2885003129991,-106.126384870106,20z",37.2885,-106.1264,,
530,2100585,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2883166151169,-106.124544009727,20z",37.2883,-106.1245,,
531,2100591,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2874617129435,-106.123346578148,20z",37.2875,-106.1233,,
533,100829,201759,2.728843421,20.64273941,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.3796535725224,-103.478732707865,20z",37.3465,-105.7688,,
533,2100592,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2876227389724,-106.122311339566,20z",37.2876,-106.1223,,
534,100687,201759,2.733872828,20.69031708,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.3522432853112,-103.540471015923,20z",37.3385,-105.771,,
534,2100581,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2862216052967,-106.11516258207,20z",37.2862,-106.1152,,
535,100518,201759,2.738902234,20.73789475,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.2807052637153,-103.701409146757,20z",37.3304,-105.7732,,
536,2100532,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2859781453057,-106.106246518682,20z",37.286,-106.1062,,
536,100515,201759,2.743931641,20.78547242,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.2751877112633,-103.833838694054,20z",37.3223,-105.7755,,
537,100517,201759,2.748961048,20.83305009,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.2774137192043,-103.835936943993,20z",37.3142,-105.7777,,
538,2100514,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2877549898464,-106.094074461183,20z",37.2878,-106.0941,,
539,100513,201759,2.759019861,20.92820542,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.3070250264249,-104.250061175213,20z",37.2981,-105.7821,,
540,2100593,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2899929840582,-106.075961791192,20z",37.29,-106.076,,
543,2100564,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2922542537422,-106.070702629851,20z",37.2923,-106.0707,,
544,2100505,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2919963053891,-106.066564735364,20z",37.292,-106.0666,,
546,2100513,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2960944617177,-106.051593142055,20z",37.2961,-106.0516,,
547,2100506,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2951666911383,-106.041358559532,20z",37.2952,-106.0414,,
548,2100571,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2982475662381,-106.035682026809,20z",37.2982,-106.0357,,
556,2200504,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0545552054054,-106.112076589813,20z",37.0546,-106.1121,,
557,2200548,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0585683614833,-106.101274144771,20z",37.0586,-106.1013,,
560,2200576,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.06755978314,-106.082935535272,20z",37.0676,-106.0829,,
561,2200609,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0690199840383,-106.07855878551,20z",37.069,-106.0786,,
562,2200625,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0700077847233,-106.073794237662,20z",37.07,-106.0738,,
563,2200591,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.077397532127,-106.068854153665,20z",37.0774,-106.0689,,
564,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0796363086745,-106.058989316047,20z",37.0796,-106.059,,
566,2200553,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0873788380998,-106.044123706912,20z",37.0874,-106.0441,,
567,2200619,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0857695416238,-106.039366631009,20z",37.0858,-106.0394,,
568,2200554,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0852957574512,-106.038729069857,20z",37.0853,-106.0387,,
569,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1012838060542,-106.009976161432,20z",37.1013,-106.01,,
570,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1011461593857,-106.009960082626,20z",37.1011,-106.01,,
571,2200620,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1020786090472,-106.00221451968,20z",37.1021,-106.0022,,
572,2200630,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1016570772732,-105.990435278916,20z",37.1017,-105.9904,,
573,2200611,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1085136097721,-105.977382739369,20z",37.1085,-105.9774,,
574,2200547,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1191239674002,-105.959292330911,20z",37.1191,-105.9593,,
575,2200505,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1264138799702,-105.939520534416,20z",37.1264,-105.9395,,
576,2200511,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1317308418117,-105.926630052932,20z",37.1317,-105.9266,,
577,2200539,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1505457761194,-105.906918659632,20z",37.1505,-105.9069,,
578,2200644,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1580946746583,-105.897257324686,20z",37.1581,-105.8973,,
579,2200540,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1700393255004,-105.898540676044,20z",37.17,-105.8985,,
580,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1791698224609,-105.898643551009,20z",37.1792,-105.8986,,
581,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1873974289499,-105.897994641441,20z",37.1874,-105.898,,
582,2200627,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1887694236616,-105.89670481406,20z",37.1888,-105.8967,,
583,2200532,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.190611933556,-105.895217168127,20z",37.1906,-105.8952,,
584,2200634,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2240369675177,-105.867414172604,20z",37.224,-105.8674,,
585,2200535,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2270610180623,-105.867318964429,20z",37.2271,-105.8673,,
586,2200584,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2552553844108,-105.86279202698,20z",37.2553,-105.8628,,
587,2200585,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2661192650267,-105.847758428615,20z",37.2661,-105.8478,,
588,2200501,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2812433514465,-105.830384786183,20z",37.2812,-105.8304,,
590,2200651,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2976535719453,-105.797202587997,20z",37.2977,-105.7972,,
591,2200587,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2945633609873,-105.778222545853,20z",37.2946,-105.7782,,
592,2200509,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2975037339316,-105.762410470199,20z",37.2975,-105.7624,,
593,2200593,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1046840566411,-106.005316616839,20z",37.1047,-106.0053,,
594,2200692,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1107337721877,-105.983709217986,20z",37.1107,-105.9837,,
595,2200531,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1305811966882,-105.963266815273,20z",37.1306,-105.9633,,
596,2200583,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1368600311437,-105.959451876029,20z",37.1369,-105.9595,,
597,2200596,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1478453681693,-105.952242551824,20z",37.1478,-105.9522,,
598,2200564,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1495514769912,-105.951471304957,20z",37.1496,-105.9515,,
599,,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.154905522892,-105.945466479991,20z",37.1549,-105.9455,,
600,2200636,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1586504364444,-105.941158273156,20z",37.1587,-105.9412,,
601,2200518,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.166635854767,-105.921863825375,20z",37.1666,-105.9219,,
602,2200616,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1876411559757,-105.901821284622,20z",37.1876,-105.9018,,
606,2000854,190279,3,20,South Fork Rio Grande,Diversion Dam,"https://www.google.com/maps/@37.6656201355911,-106.642123803613,20z",37.6656,-106.6421,,
607,4200541,201748,4,42,Gunnison River,Diversion Dam,"https://www.google.com/maps/@39.0288367855514,-108.56319863774,20z",39.0288,-108.5632,,
608,4000858,201748,4,40,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8106795549969,-108.326720284115,20z",38.8107,-108.3267,LMR 2/3/2020,
